,City,Colors Reported,Shape Reported,State,Time
30563,Ridgeland,,DISK,MS,10/4/2004 11:00
30564,West Virginia,,VARIOUS,WV,10/4/2004 12:00
30565,Russellville,,LIGHT,AR,10/4/2004 20:00
30566,Manzanita,RED,TRIANGLE,OR,10/4/2004 20:30
30567,Keokuk,,CHEVRON,IA,10/5/2004 1:30
30568,Hayward,,LIGHT,CA,10/5/2004 13:35
30569,Indian Shores,RED,LIGHT,FL,10/5/2004 20:00
30570,Inwood,,OTHER,NY,10/5/2004 20:00
30571,Lynbrook,,FORMATION,NY,10/5/2004 20:00
30572,Tarpon Springs,,,FL,10/5/2004 20:10
30573,Bass Lake,RED,DIAMOND,IN,10/5/2004 20:12
30574,Coatesville,ORANGE,OTHER,PA,10/5/2004 20:30
30575,Mena,,LIGHT,AR,10/5/2004 21:00
30576,Wildomar,,CROSS,CA,10/5/2004 22:00
30577,Lebanon,,TRIANGLE,TN,10/6/2004 5:00
30578,Greenbelt,BLUE,VARIOUS,MD,10/6/2004 13:02
30579,Oak Lawn,,DISK,IL,10/6/2004 14:35
30580,Placerville,,DISK,CA,10/6/2004 15:00
30581,Normal,,OTHER,IL,10/6/2004 16:00
30582,Monroeville,ORANGE,TRIANGLE,NJ,10/6/2004 20:00
30583,Alameda,,LIGHT,CA,10/6/2004 20:30
30584,Comstock,,DISK,MI,10/6/2004 20:30
30585,Oakland,,OTHER,CA,10/6/2004 20:30
30586,Marietta,RED,TRIANGLE,PA,10/6/2004 22:15
30587,Nampa,RED ORANGE BLUE,FORMATION,ID,10/6/2004 22:30
30588,Grand Rapids,RED,SPHERE,MI,10/6/2004 22:50
30589,Placerville,,DISK,CA,10/6/2004 23:00
30590,Effingham,,RECTANGLE,IL,10/7/2004 9:00
30591,Swanton,,,VT,10/7/2004 18:45
30592,Chandler,RED,LIGHT,AZ,10/7/2004 20:00
30593,Monticello,,LIGHT,IN,10/7/2004 20:30
30594,Swedesboro,ORANGE,OTHER,NJ,10/7/2004 22:00
30595,Angwin,,DISK,CA,10/8/2004 1:00
30596,Berkeley,,,CA,10/8/2004 16:00
30597,Lakewood,,FORMATION,CO,10/8/2004 18:00
30598,Amsterdam,,CIRCLE,NY,10/8/2004 18:52
30599,San Diego,,LIGHT,CA,10/8/2004 19:48
30600,Motley,,DIAMOND,TX,10/8/2004 19:50
30601,Helena,,LIGHT,MT,10/8/2004 22:30
30602,Limerick,GREEN BLUE,SPHERE,ME,10/8/2004 23:55
30603,Austin,RED,VARIOUS,TX,10/9/2004 0:35
30604,Hopatcong,RED,,NJ,10/9/2004 8:45
30605,River Forest,,CIRCLE,IL,10/9/2004 13:30
30606,Lancaster,,RECTANGLE,SC,10/9/2004 22:00
30607,Omaha,,TRIANGLE,NE,10/9/2004 22:00
30608,Arlington,,CIRCLE,VA,10/9/2004 22:30
30609,Gilbert,,TRIANGLE,AZ,10/9/2004 22:30
30610,Mahwah,,TRIANGLE,NJ,10/10/2004 2:50
30611,Worthington St. Forest,RED,OTHER,NJ,10/10/2004 3:30
30612,Terre Haute,,SPHERE,IN,10/10/2004 4:18
30613,Indianapolis,,OVAL,IN,10/10/2004 8:30
30614,Morgantown,,CIRCLE,WV,10/10/2004 14:00
30615,Berkeley,,,CA,10/10/2004 15:00
30616,Rock Island,,SPHERE,IL,10/10/2004 15:00
30617,Chateauqua,,FORMATION,NY,10/10/2004 19:00
30618,Ripley,RED,CIRCLE,NY,10/10/2004 19:00
30619,Faribault,,FLASH,MN,10/10/2004 21:00
30620,Mansfield,,LIGHT,OH,10/10/2004 21:00
30621,Columbia,,LIGHT,MO,10/10/2004 22:00
30622,Gleason,,SPHERE,WI,10/10/2004 23:30
30623,Honolulu,,TRIANGLE,HI,10/11/2004 1:00
30624,Los Angeles,GREEN,RECTANGLE,CA,10/11/2004 2:37
30625,Dallas,,LIGHT,OR,10/11/2004 3:40
30626,Pitman,,OTHER,NJ,10/11/2004 4:15
30627,San Jose,,LIGHT,CA,10/11/2004 5:00
30628,Salinas,,FORMATION,CA,10/11/2004 11:00
30629,Arroyo Grande,,CIRCLE,CA,10/11/2004 14:00
30630,Fresno,,RECTANGLE,CA,10/11/2004 18:00
30631,Strongsvilles,GREEN,LIGHT,OH,10/11/2004 19:00
30632,Laredo,,FIREBALL,TX,10/11/2004 22:29
30633,Eastsound,RED ORANGE GREEN,SPHERE,WA,10/11/2004 22:30
30634,Lake Worth,,FORMATION,FL,10/11/2004 23:00
30635,Williamsville,,LIGHT,NY,10/11/2004 23:15
30636,Fort Morgan,,SPHERE,CO,10/12/2004 0:00
30637,Tacoma,ORANGE,FORMATION,WA,10/12/2004 0:00
30638,Ripon,,OTHER,CA,10/12/2004 0:06
30639,Rockville,,LIGHT,MD,10/12/2004 7:37
30640,Santa Anna,,CYLINDER,CA,10/12/2004 8:20
30641,Utica,BLUE,LIGHT,NY,10/12/2004 12:55
30642,Hayward,,SPHERE,CA,10/12/2004 14:00
30643,Miami,,LIGHT,FL,10/12/2004 20:01
30644,North Port,ORANGE,LIGHT,FL,10/12/2004 20:27
30645,Belfair,,FIREBALL,WA,10/12/2004 21:10
30646,Rocklin,,TRIANGLE,CA,10/12/2004 22:30
30647,Summerland Key,,CIGAR,FL,10/13/2004 0:00
30648,White Hall,,TRIANGLE,AR,10/13/2004 0:00
30649,Galveston,,LIGHT,TX,10/13/2004 1:25
30650,New Haven,,,CT,10/13/2004 6:20
30651,Titusville,,OVAL,PA,10/13/2004 17:14
30652,Oceanside,,DISK,OR,10/13/2004 19:00
30653,Mena,,LIGHT,AR,10/13/2004 20:00
30654,Twin Falls,ORANGE,LIGHT,ID,10/13/2004 21:40
30655,Oregon,,CIRCLE,OR,10/13/2004 23:00
30656,Parkersburg,,CIRCLE,WV,10/13/2004 23:00
30657,Ravenel,,CHEVRON,SC,10/13/2004 23:00
30658,Dallas,RED GREEN BLUE,TRIANGLE,OR,10/13/2004 23:45
30659,New Rochelle,,RECTANGLE,NY,10/13/2004 23:50
30660,Needville,,LIGHT,TX,10/14/2004 2:30
30661,Reno,,VARIOUS,NV,10/14/2004 14:20
30662,Prescott,ORANGE,LIGHT,AZ,10/14/2004 19:37
30663,Kansas,,FORMATION,KS,10/14/2004 20:50
30664,Dallas,,FIREBALL,TX,10/15/2004 0:00
30665,Gainesville,,,FL,10/15/2004 0:00
30666,Sedona,,LIGHT,AZ,10/15/2004 1:00
30667,Oakland,,CONE,NE,10/15/2004 1:40
30668,Grants Pass-Murphy area,,,OR,10/15/2004 1:45
30669,Calexico,,TRIANGLE,CA,10/15/2004 2:00
30670,Groves,,LIGHT,TX,10/15/2004 2:45
30671,Brookline,,TRIANGLE,MA,10/15/2004 4:30
30672,Punta Gorda,,CIGAR,FL,10/15/2004 5:15
30673,Saugus,,FLASH,CA,10/15/2004 5:30
30674,Wingdale,BLUE,OTHER,NY,10/15/2004 6:00
30675,Great Falls,,,MT,10/15/2004 6:55
30676,Mckenzie Bridge,,FLASH,OR,10/15/2004 8:35
30677,Trenton,,VARIOUS,NJ,10/15/2004 14:00
30678,Lawrence,,OTHER,KS,10/15/2004 18:22
30679,Calabash,,RECTANGLE,NC,10/15/2004 19:59
30680,Scottsdale,,FORMATION,AZ,10/15/2004 20:05
30681,Baltimore,,CHEVRON,MD,10/15/2004 21:12
30682,El Paso,ORANGE,LIGHT,IL,10/15/2004 21:45
30683,Rock Hill,,LIGHT,SC,10/15/2004 22:30
30684,Minneapolis,,DISK,MN,10/15/2004 23:00
30685,Saint Paul,,SPHERE,MN,10/15/2004 23:00
30686,Phoenix,RED,LIGHT,AZ,10/15/2004 23:30
30687,Whitmire,,,SC,10/16/2004 3:00
30688,Savannah,,LIGHT,GA,10/16/2004 3:30
30689,Coulee Dam area,,LIGHT,WA,10/16/2004 4:00
30690,Wheeling,,,IL,10/16/2004 9:20
30691,San Diego,RED,VARIOUS,CA,10/16/2004 18:30
30692,Yonkers,,DISK,NY,10/16/2004 18:45
30693,Fort Wayne,,FLASH,IN,10/16/2004 19:00
30694,Big Cypress preserve,,CIRCLE,FL,10/16/2004 23:00
30695,Chandler,,FIREBALL,AZ,10/16/2004 23:00
30696,Pineville,,,KY,10/16/2004 23:30
30697,Somers,,,NY,10/17/2004 3:00
30698,Fairfax,,VARIOUS,CA,10/17/2004 8:05
30699,Raleigh,,FORMATION,NC,10/17/2004 18:15
30700,Converse,,LIGHT,IN,10/17/2004 18:50
30701,San Antonio,,CIRCLE,TX,10/17/2004 19:00
30702,Sterling,,FORMATION,IL,10/17/2004 20:29
30703,Kissimmee,,LIGHT,FL,10/17/2004 21:20
30704,South Daytona Beach,,LIGHT,FL,10/17/2004 21:45
30705,Carbondale,,FORMATION,IL,10/17/2004 23:00
30706,Searcy,,LIGHT,AR,10/18/2004 0:00
30707,Fairfax,,EGG,CA,10/18/2004 8:00
30708,Fairfax,,FORMATION,CA,10/18/2004 8:00
30709,Longmont,,SPHERE,CO,10/18/2004 16:00
30710,Hampton Bays,,LIGHT,NY,10/18/2004 16:45
30711,Ada,,TRIANGLE,OK,10/18/2004 17:45
30712,Portland,,OTHER,ME,10/18/2004 18:00
30713,Denver,,FIREBALL,CO,10/18/2004 19:41
30714,Denver,,CIRCLE,CO,10/18/2004 20:00
30715,Des Moines,,LIGHT,IA,10/18/2004 22:30
30716,West Bridgewater,,TRIANGLE,MA,10/19/2004 12:00
30717,Grand Island,,LIGHT,NE,10/19/2004 20:00
30718,Harrodsburg,,LIGHT,KY,10/20/2004 1:00
30719,Mount Morris,,OVAL,MI,10/20/2004 1:00
30720,Flint,,SPHERE,MI,10/20/2004 12:30
30721,Vienna,,SPHERE,VA,10/20/2004 15:55
30722,New Rochelle,,DISK,NY,10/20/2004 18:00
30723,Salters,ORANGE,LIGHT,SC,10/20/2004 20:15
30724,Charleston AFB,RED,TRIANGLE,SC,10/20/2004 20:20
30725,Van Buren,ORANGE,DISK,AR,10/20/2004 21:00
30726,Denver,,TRIANGLE,CO,10/20/2004 21:30
30727,Phoenix,,LIGHT,AZ,10/20/2004 21:50
30728,Portland,,LIGHT,OR,10/21/2004 19:30
30729,Portland,RED,LIGHT,OR,10/21/2004 19:30
30730,Honolulu,RED,OTHER,HI,10/21/2004 20:30
30731,San Antonio,,TRIANGLE,TX,10/21/2004 21:30
30732,Lakewood,,DISK,WA,10/22/2004 3:45
30733,Troy,,LIGHT,NY,10/22/2004 4:00
30734,High Point,,,NC,10/22/2004 8:00
30735,Port Murray,,SPHERE,NJ,10/22/2004 17:45
30736,Picayune,,DISK,MS,10/22/2004 18:42
30737,Williamsville,,LIGHT,NY,10/22/2004 21:15
30738,Grapevine,BLUE,LIGHT,TX,10/23/2004 1:00
30739,Manhattan,,LIGHT,KS,10/23/2004 1:00
30740,Big Cedar,,LIGHT,OK,10/23/2004 3:00
30741,Greenville,GREEN,LIGHT,SC,10/23/2004 5:00
30742,Vista,,SPHERE,CA,10/23/2004 12:45
30743,Greendale,,CIRCLE,WI,10/23/2004 14:05
30744,East Bay,,CIRCLE,CA,10/23/2004 21:28
30745,Apopka,,LIGHT,FL,10/23/2004 21:30
30746,La Mirada,ORANGE,OTHER,CA,10/23/2004 23:15
30747,Tucson,,DISK,AZ,10/24/2004 0:00
30748,Tinley Park,,TRIANGLE,IL,10/24/2004 10:45
30749,Honolulu,,DISK,HI,10/24/2004 15:30
30750,Hampden,,LIGHT,ME,10/24/2004 16:00
30751,Seattle,,CYLINDER,WA,10/24/2004 17:00
30752,Seattle,,OTHER,WA,10/24/2004 17:36
30753,East Hazel Crest,,LIGHT,IL,10/24/2004 18:00
30754,Bethlehem,,OTHER,PA,10/24/2004 19:30
30755,Puyallup,,TRIANGLE,WA,10/24/2004 20:15
30756,Trainer,,,PA,10/24/2004 21:21
30757,Pittsburgh,,,PA,10/24/2004 22:00
30758,Wheatfield,,FLASH,IN,10/24/2004 22:15
30759,Bridgeport,,FLASH,OH,10/24/2004 23:00
30760,Toledo,,CIRCLE,OH,10/24/2004 23:00
30761,Zanesville,,,OH,10/24/2004 23:00
30762,Leet,,FIREBALL,PA,10/24/2004 23:10
30763,Holland,,FLASH,MI,10/24/2004 23:15
30764,Weaverville,,CIRCLE,NC,10/24/2004 23:17
30765,Owingsville,BLUE,FIREBALL,KY,10/24/2004 23:20
30766,Wheeling,BLUE,,WV,10/24/2004 23:25
30767,,,CYLINDER,OH,10/24/2004 23:27
30768,Pittsburgh,,FIREBALL,PA,10/24/2004 23:30
30769,Pomeroy,,FLASH,OH,10/24/2004 23:30
30770,McMinnville,,CIGAR,OR,10/25/2004 0:00
30771,Fountain Hills,,TRIANGLE,AZ,10/25/2004 0:30
30772,Raleigh,,SPHERE,NC,10/25/2004 3:00
30773,Brewster,RED,FLASH,WA,10/25/2004 10:45
30774,Brecksville,,OTHER,OH,10/25/2004 12:00
30775,Burlington,,DISK,MA,10/25/2004 19:00
30776,Meriden,,CIGAR,CT,10/25/2004 19:25
30777,Bedford,,CIRCLE,IN,10/25/2004 21:00
30778,Fortson,,CONE,GA,10/25/2004 21:19
30779,Lewiston,,LIGHT,ME,10/26/2004 18:00
30780,Keene,,FLASH,NH,10/26/2004 19:35
30781,Lansing,,OTHER,MI,10/26/2004 20:00
30782,Vya,,FIREBALL,NV,10/26/2004 20:00
30783,Santa Rosa,,LIGHT,CA,10/27/2004 5:40
30784,Casa Grande,,CIGAR,AZ,10/27/2004 6:30
30785,Burlington,,VARIOUS,VT,10/27/2004 9:45
30786,San Clemente,RED,OTHER,CA,10/27/2004 14:30
30787,Fortuna,RED,FIREBALL,CA,10/27/2004 19:35
30788,Marysville,,CIRCLE,CA,10/27/2004 19:38
30789,San Francisco,,SPHERE,CA,10/27/2004 19:55
30790,Mansfield,,LIGHT,OH,10/27/2004 20:00
30791,Miami Gardens,,CHEVRON,FL,10/27/2004 22:00
30792,New York City,,TRIANGLE,NY,10/27/2004 22:00
30793,New York City,,CHEVRON,NY,10/27/2004 22:15
30794,Largo,,TRIANGLE,FL,10/27/2004 22:18
30795,Ithaca,,CHEVRON,NY,10/27/2004 22:20
30796,Tampa,,TRIANGLE,FL,10/27/2004 22:20
30797,Woodside,,CHEVRON,NY,10/27/2004 22:20
30798,Ithaca,,TRIANGLE,NY,10/27/2004 22:30
30799,Rochester,,CHEVRON,NY,10/27/2004 22:30
30800,Skaneateles,,TRIANGLE,NY,10/27/2004 22:30
30801,Hampton,,LIGHT,VA,10/27/2004 22:35
30802,Rochester,,CIRCLE,NY,10/27/2004 22:45
30803,Geneseo,RED,LIGHT,NY,10/27/2004 23:00
30804,New York City,,LIGHT,NY,10/28/2004 0:00
30805,Sheridan,,LIGHT,WY,10/28/2004 2:00
30806,Ridgecrest,,EGG,CA,10/28/2004 3:35
30807,Florida,RED,TRIANGLE,NY,10/28/2004 6:00
30808,Houston,,OTHER,TX,10/28/2004 7:04
30809,Avon,,LIGHT,NC,10/28/2004 20:00
30810,San Diego,,CHEVRON,CA,10/28/2004 20:00
30811,Area 51,,FIREBALL,NV,10/28/2004 20:25
30812,Lafayette,,FORMATION,IN,10/28/2004 21:00
30813,Lafayette,ORANGE,FORMATION,IN,10/28/2004 21:00
30814,Orono,RED,DISK,ME,10/28/2004 21:33
30815,St. Francis,,LIGHT,KS,10/28/2004 21:50
30816,College Station,,LIGHT,TX,10/28/2004 22:00
30817,Shrewsbury,,LIGHT,MA,10/28/2004 22:45
30818,San Diego,,FIREBALL,CA,10/28/2004 23:00
30819,Huntington Beach,,SPHERE,CA,10/29/2004 0:00
30820,Temecula,,LIGHT,CA,10/29/2004 6:15
30821,Longmont,,DISK,CO,10/29/2004 8:30
30822,Liberty,,TRIANGLE,MO,10/29/2004 21:00
30823,Richardson,,DISK,TX,10/29/2004 23:30
30824,Boyd,,DISK,TX,10/29/2004 23:45
30825,Indianapolis,,CIGAR,IN,10/29/2004 23:45
30826,New York City,,TEARDROP,NY,10/30/2004 0:00
30827,Missoula,,OTHER,MT,10/30/2004 1:00
30828,Seattle,,FORMATION,WA,10/30/2004 4:00
30829,Thornton,BLUE,SPHERE,TX,10/30/2004 21:00
30830,Lincoln,RED,OTHER,NE,10/30/2004 21:01
30831,Orient,,DISK,OH,10/30/2004 21:19
30832,Glendale,,CIRCLE,AZ,10/30/2004 22:35
30833,Glencoe,,FORMATION,IL,10/30/2004 23:30
30834,Seattle,,FIREBALL,WA,10/31/2004 0:00
30835,Sun Prairie,,TRIANGLE,WI,10/31/2004 0:00
30836,Mokena,RED,TRIANGLE,IL,10/31/2004 3:00
30837,Chicago,,,IL,10/31/2004 6:00
30838,Seattle,,LIGHT,WA,10/31/2004 8:00
30839,Asheville,,CIGAR,TN,10/31/2004 10:00
30840,Stone Mountain,,CIRCLE,GA,10/31/2004 16:45
30841,Old Westbury,,DISK,NY,10/31/2004 18:00
30842,Arden,,,NC,10/31/2004 18:12
30843,Tinley Park,RED,LIGHT,IL,10/31/2004 18:55
30844,Lexington,ORANGE,CIRCLE,KY,10/31/2004 19:00
30845,Tinley Park,RED,FORMATION,IL,10/31/2004 19:00
30846,Tinley Park,RED,LIGHT,IL,10/31/2004 19:00
30847,Urbandale,,TRIANGLE,IA,10/31/2004 19:15
30848,Orland,,LIGHT,IL,10/31/2004 19:30
30849,Tinley Park,RED,CIGAR,IL,10/31/2004 19:30
30850,Tinley Park,,LIGHT,IL,10/31/2004 19:30
30851,Tinley Park,RED,LIGHT,IL,10/31/2004 19:30
30852,Tinley Park,RED,LIGHT,IL,10/31/2004 19:30
30853,Tinley Park,RED,TRIANGLE,IL,10/31/2004 19:30
30854,Tinley Park,RED,FORMATION,IL,10/31/2004 19:40
30855,Tinley Park,RED,LIGHT,IL,10/31/2004 19:40
30856,Tinley Park,,CIRCLE,IL,10/31/2004 19:45
30857,Tinley Park,RED,CIRCLE,IL,10/31/2004 19:45
30858,Tinley Park,RED,LIGHT,IL,10/31/2004 19:45
30859,Tinley Park,RED,TRIANGLE,IL,10/31/2004 19:45
30860,Frankfort,RED,LIGHT,IL,10/31/2004 19:50
30861,Orland Park,,LIGHT,IL,10/31/2004 19:50
30862,Tinley Park,RED,LIGHT,IL,10/31/2004 19:50
30863,Tinley Park,RED,LIGHT,IL,10/31/2004 19:55
30864,Matteson,RED,,IL,10/31/2004 19:56
30865,Oak Forest,RED,LIGHT,IL,10/31/2004 20:00
30866,Orland Hills,RED,FORMATION,IL,10/31/2004 20:00
30867,Orland Hills,RED,LIGHT,IL,10/31/2004 20:00
30868,Orland Park,RED,LIGHT,IL,10/31/2004 20:00
30869,Orland Park,RED,TRIANGLE,IL,10/31/2004 20:00
30870,Seattle,,LIGHT,WA,10/31/2004 20:00
30871,Tinley Park,RED,,IL,10/31/2004 20:00
30872,Tinley Park,RED,,IL,10/31/2004 20:00
30873,Tinley Park,RED,,IL,10/31/2004 20:00
30874,Tinley Park,,CIRCLE,IL,10/31/2004 20:00
30875,Tinley Park,RED,CIRCLE,IL,10/31/2004 20:00
30876,Tinley Park,ORANGE,FIREBALL,IL,10/31/2004 20:00
30877,Tinley Park,,FORMATION,IL,10/31/2004 20:00
30878,Tinley Park,RED,FORMATION,IL,10/31/2004 20:00
30879,Tinley Park,,LIGHT,IL,10/31/2004 20:00
30880,Tinley Park,,LIGHT,IL,10/31/2004 20:00
30881,Tinley Park,,LIGHT,IL,10/31/2004 20:00
30882,Tinley Park,,LIGHT,IL,10/31/2004 20:00
30883,Tinley Park,RED,LIGHT,IL,10/31/2004 20:00
30884,Tinley Park,RED,LIGHT,IL,10/31/2004 20:00
30885,Tinley Park,RED,LIGHT,IL,10/31/2004 20:00
30886,Tinley Park,RED,LIGHT,IL,10/31/2004 20:00
30887,Tinley Park,RED,LIGHT,IL,10/31/2004 20:00
30888,Tinley Park,ORANGE,OTHER,IL,10/31/2004 20:00
30889,Tinley Park,RED,OTHER,IL,10/31/2004 20:00
30890,Tinley Park,,TRIANGLE,IL,10/31/2004 20:03
30891,Manhattan,,LIGHT,IL,10/31/2004 20:06
30892,Tinley Park,RED,CIRCLE,IL,10/31/2004 20:06
30893,Tinley Park,,TRIANGLE,IL,10/31/2004 20:10
30894,Tinley Park,RED,VARIOUS,IL,10/31/2004 20:10
30895,Tinley Park,RED,SPHERE,IL,10/31/2004 20:13
30896,Mokena,RED,LIGHT,IL,10/31/2004 20:15
30897,Orland Park,RED,,IL,10/31/2004 20:15
30898,Tinley Park,,,IL,10/31/2004 20:15
30899,Tinley Park,RED,CIRCLE,IL,10/31/2004 20:15
30900,Tinley Park,RED,LIGHT,IL,10/31/2004 20:15
30901,Tinley Park,RED,SPHERE,IL,10/31/2004 20:15
30902,Tinley Park,RED,TRIANGLE,IL,10/31/2004 20:15
30903,Orland Hills,,FIREBALL,IL,10/31/2004 20:20
30904,Orland Park,,FORMATION,IL,10/31/2004 20:30
30905,Tinley Park,RED,LIGHT,IL,10/31/2004 20:30
30906,Frankfort,RED,TRIANGLE,IL,10/31/2004 20:50
30907,Purvis,,FORMATION,MS,10/31/2004 20:55
30908,Tinley Park,,,IL,10/31/2004 21:00
30909,Tinley Park,,LIGHT,IL,10/31/2004 21:00
30910,Tinley Park,RED,LIGHT,IL,10/31/2004 21:00
30911,Tinley Park,RED,LIGHT,IL,10/31/2004 21:00
30912,Tinley Park,RED,TRIANGLE,IL,10/31/2004 21:00
30913,Tinley Park,RED,LIGHT,IL,10/31/2004 21:25
30914,Tinley Park,,,IL,10/31/2004 21:30
30915,Tinley Park,RED ORANGE,LIGHT,IL,10/31/2004 21:30
30916,Arden,,CIRCLE,NC,10/31/2004 22:00
30917,Green Bay,,LIGHT,WI,10/31/2004 22:00
30918,Green Bay,ORANGE,LIGHT,WI,10/31/2004 22:00
30919,Tinley Park,RED,CIRCLE,IL,10/31/2004 22:00
30920,Tinley Park,RED,CIRCLE,IL,10/31/2004 22:00
30921,Tinley Park,RED,LIGHT,IL,10/31/2004 22:00
30922,Woodbridge,,LIGHT,VA,10/31/2004 22:00
30923,Oak Forest,RED,LIGHT,IL,10/31/2004 23:00
30924,Orland Hills,RED,CIRCLE,IL,10/31/2004 23:00
30925,Orland Park,RED,,IL,10/31/2004 23:00
30926,Stevens Point,,CIGAR,WI,11/1/2004 4:06
30927,Middleburg HTS,,TRIANGLE,OH,11/1/2004 4:54
30928,Taylor Mill,,DISK,KY,11/1/2004 5:30
30929,Riverside,,CYLINDER,CA,11/1/2004 11:40
30930,San Diego,,SPHERE,CA,11/1/2004 16:15
30931,Abingdon,RED,,VA,11/1/2004 19:00
30932,Agoura Hills,,LIGHT,CA,11/1/2004 19:00
30933,Malibu,,OTHER,CA,11/1/2004 19:00
30934,Fuquay Varina,,TRIANGLE,NC,11/1/2004 20:30
30935,Morgantown,,,WV,11/1/2004 21:00
30936,Las Vegas,,TEARDROP,NV,11/2/2004 3:00
30937,North Phoenix,,LIGHT,AZ,11/2/2004 5:55
30938,Halifax,,FORMATION,MA,11/2/2004 18:00
30939,Brohman,,LIGHT,MI,11/2/2004 20:00
30940,Elyria,,,OH,11/3/2004 1:00
30941,Tempe,,LIGHT,AZ,11/3/2004 16:29
30942,Girard Township,BLUE,RECTANGLE,PA,11/3/2004 19:20
30943,Chalybeate Springs,,,AL,11/3/2004 20:15
30944,Newton,YELLOW,LIGHT,KS,11/3/2004 20:45
30945,Syracuse,,LIGHT,NY,11/3/2004 21:00
30946,Syracuse,,LIGHT,NY,11/3/2004 21:30
30947,Wooster,,DIAMOND,OH,11/3/2004 21:30
30948,Everett,,CHEVRON,WA,11/3/2004 21:50
30949,Olympia,,,WA,11/3/2004 22:00
30950,Syracuse,,FORMATION,NY,11/3/2004 22:30
30951,Sunbury,,OVAL,PA,11/3/2004 22:35
30952,Elizabethton,,LIGHT,TN,11/3/2004 22:45
30953,Seattle,,LIGHT,WA,11/4/2004 1:15
30954,Raymore,GREEN,,MO,11/4/2004 4:15
30955,College Station,,TRIANGLE,TX,11/4/2004 10:00
30956,Brooks,,CIRCLE,OR,11/4/2004 18:25
30957,Costa Mesa,ORANGE,TRIANGLE,CA,11/4/2004 18:45
30958,Roseburg,YELLOW,FIREBALL,OR,11/4/2004 19:15
30959,Miramar,,TRIANGLE,FL,11/4/2004 20:30
30960,Pardeeville,,FLASH,WI,11/4/2004 21:00
30961,Maumee,,CIGAR,OH,11/4/2004 22:32
30962,Kokomo,ORANGE,,IN,11/4/2004 22:55
30963,DeBary,,OVAL,FL,11/5/2004 1:00
30964,Ashley,,CIRCLE,IL,11/5/2004 2:00
30965,Richmond,,,VA,11/5/2004 5:00
30966,Philadelphia,,FIREBALL,PA,11/5/2004 5:15
30967,Park Ridge,,CIRCLE,IL,11/5/2004 5:25
30968,Fort Lewis,,LIGHT,WA,11/5/2004 6:00
30969,Mount Clemens,,OTHER,MI,11/5/2004 6:00
30970,Elcho,BLUE,FIREBALL,WI,11/5/2004 6:45
30971,Highlands Ranch,,DISK,CO,11/5/2004 9:15
30972,Santa Ana,,OVAL,CA,11/5/2004 10:50
30973,Seattle,,TRIANGLE,WA,11/5/2004 16:15
30974,Dublin,,DISK,CA,11/5/2004 18:45
30975,Flat Rock,,CIRCLE,MI,11/5/2004 19:00
30976,Llema,,SPHERE,CA,11/5/2004 20:45
30977,Show Low,,CYLINDER,AZ,11/5/2004 22:00
30978,Grand Prairie,,,TX,11/5/2004 22:25
30979,Russellville,,CYLINDER,AR,11/5/2004 23:20
30980,Marion,ORANGE,SPHERE,IN,11/6/2004 0:30
30981,Lakeland,,SPHERE,FL,11/6/2004 0:40
30982,Mankato,GREEN,FIREBALL,MN,11/6/2004 1:15
30983,St. Louis,BLUE,TRIANGLE,MO,11/6/2004 3:20
30984,Kennesaw,RED,EGG,GA,11/6/2004 6:00
30985,Bethpage,,OVAL,NY,11/6/2004 11:30
30986,Bradford,,FIREBALL,PA,11/6/2004 18:00
30987,Wenatchee,,LIGHT,WA,11/6/2004 18:00
30988,Moravia,,LIGHT,TX,11/6/2004 18:57
30989,Lafayette,ORANGE,LIGHT,IN,11/6/2004 19:45
30990,Lafayette,ORANGE,LIGHT,IN,11/6/2004 19:45
30991,Hillsboro,,TRIANGLE,OH,11/6/2004 20:30
30992,Peebles,,,OH,11/6/2004 20:30
30993,Beale AFB,BLUE,CIRCLE,CA,11/6/2004 21:00
30994,Ridgecrest,,LIGHT,CA,11/6/2004 22:00
30995,Laguna Beach-Newport Beach border,,DIAMOND,CA,11/6/2004 22:45
30996,Matteson,,DIAMOND,IL,11/6/2004 22:45
30997,Reading,,LIGHT,PA,11/6/2004 23:45
30998,Whitesboro,,LIGHT,TX,11/7/2004 0:00
30999,Lafayette,ORANGE,LIGHT,IN,11/7/2004 0:30
31000,Indianapolis,,LIGHT,IN,11/7/2004 1:40
31001,Ashburn,,,VA,11/7/2004 3:50
31002,LaCenter,,CIRCLE,WA,11/7/2004 4:00
31003,Laurel,,LIGHT,MD,11/7/2004 4:00
31004,Monroe,,LIGHT,LA,11/7/2004 5:00
31005,Batesville,,TRIANGLE,AR,11/7/2004 6:18
31006,New York City,,DISK,NY,11/7/2004 7:30
31007,Battle Creek,,LIGHT,MI,11/7/2004 16:22
31008,Minneapolis,,CYLINDER,MN,11/7/2004 16:30
31009,Swiss,,TEARDROP,MO,11/7/2004 16:50
31010,Swiss,,TEARDROP,MO,11/7/2004 16:50
31011,East Patchogue,,OVAL,NY,11/7/2004 17:00
31012,Fort Belvoir,,LIGHT,VA,11/7/2004 18:20
31013,Zimmerman,,CIRCLE,MN,11/7/2004 19:00
31014,Barnesville,RED,FLASH,PA,11/7/2004 20:00
31015,Lavina,,DISK,MT,11/7/2004 20:30
31016,Chicago,,FORMATION,IL,11/7/2004 23:00
31017,Shakopee,RED,OTHER,MN,11/7/2004 23:00
31018,Seattle,,TRIANGLE,WA,11/7/2004 23:20
